Symbol	Entrez	Name	Organism	HugoSymbol	Signature	logFC	adj.P.Val	CoreEnrichment
UGT1A7	54577	UDP glucuronosyltransferase family 1 member A7	human	UGT1A7	TIS up	1.297312	0.005490502	
UGT1A9	54600	UDP glucuronosyltransferase family 1 member A9	human	UGT1A9	TIS up	1.297312	0.005490502	
BRIP1	83990	BRCA1 interacting protein C-terminal helicase 1	human	BRIP1	TIS down	-1.296678	0.00000005852366	
SGPL1	8879	sphingosine-1-phosphate lyase 1	human	SGPL1	TIS up	1.296311	0.0000002251914	yes
SLFN13	146857	schlafen family member 13	human	SLFN13	TIS up	1.295603	0.000008251664	
ATP11A	23250	ATPase phospholipid transporting 11A	human	ATP11A	TIS up	1.29429	0.0002629073	
LRP1	4035	LDL receptor related protein 1	human	LRP1	TIS up	1.289157	0.0001746511	
NQO1	1728	NAD(P)H quinone dehydrogenase 1	human	NQO1	TIS up	1.288961	0.00003586052	
TCIM	56892	transcriptional and immune response regulator	human	TCIM	TIS up	1.285561	0.001783932	
TMEM45A	55076	transmembrane protein 45A	human	TMEM45A	TIS up	1.285413	0.00008503055	
ZYX	7791	zyxin	human	ZYX	TIS up	1.284994	0.0001603532	
ZFAND2A	90637	zinc finger AN1-type containing 2A	human	ZFAND2A	TIS up	1.2848	0.0000001325832	
SYCE2	256126	synaptonemal complex central element protein 2	human	SYCE2	TIS down	-1.284479	0.004809547	
MMP14	4323	matrix metallopeptidase 14	human	MMP14	TIS up	1.284068	0.00001286242	
TMEM107	84314	transmembrane protein 107	human	TMEM107	TIS down	-1.279226	0.0000000001661488	
LMNA	4000	lamin A/C	human	LMNA	TIS up	1.278949	0.001849705	
HMGB3	3149	high mobility group box 3	human	HMGB3	TIS down	-1.278825	0.00000000001470229	
SOAT1	6646	sterol O-acyltransferase 1	human	SOAT1	TIS up	1.278594	0.0002857869	
AMPD3	272	adenosine monophosphate deaminase 3	human	AMPD3	TIS up	1.27715	0.001851178	
KIF18B	146909	kinesin family member 18B	human	KIF18B	TIS down	-1.275714	0.00000002496035	
RIN2	54453	Ras and Rab interactor 2	human	RIN2	TIS up	1.2743	0.003382041	
MYO1F	4542	myosin IF	human	MYO1F	TIS up	1.274058	0.001659801	
MET	4233	MET proto-oncogene, receptor tyrosine kinase	human	MET	TIS up	1.271381	0.0069922	
H2AFX	3014	H2A histone family member X	human	H2AFX	TIS down	-1.270976	0.00000005309919	
ERCC6L	54821	ERCC excision repair 6 like, spindle assembly checkpoint helicase	human	ERCC6L	TIS down	-1.269631	0.00000004927527	
TRAF1	7185	TNF receptor associated factor 1	human	TRAF1	TIS up	1.268891	0.00001942554	
TDRD7	23424	tudor domain containing 7	human	TDRD7	TIS up	1.268314	0.00001483046	
CENPH	64946	centromere protein H	human	CENPH	TIS down	-1.265879	0.000000003630617	
PKD2	5311	polycystin 2, transient receptor potential cation channel	human	PKD2	TIS up	1.26579	0.0001414914	
ACSL3	2181	acyl-CoA synthetase long chain family member 3	human	ACSL3	TIS down	-1.26513	0.0000001855111	
PLK2	10769	polo like kinase 2	human	PLK2	TIS up	1.264956	0.0002157163	
RAD51B	5890	RAD51 paralog B	human	RAD51B	TIS down	-1.264914	0.00000003181642	
THY1	7070	Thy-1 cell surface antigen	human	THY1	TIS up	1.263931	0.000341501	
RRM2	6241	ribonucleotide reductase regulatory subunit M2	human	RRM2	TIS down	-1.263886	0.000001174416	
EGR2	1959	early growth response 2	human	EGR2	TIS up	1.261512	0.007846995	
CYTH4	27128	cytohesin 4	human	CYTH4	TIS up	1.25778	0.000142733	
SGK1	6446	serum/glucocorticoid regulated kinase 1	human	SGK1	TIS up	1.254762	0.000222594	yes
PLXNA1	5361	plexin A1	human	PLXNA1	TIS up	1.253981	0.00000008096238	
CDC45	8318	cell division cycle 45	human	CDC45	TIS down	-1.251852	0.00000001870313	
CYBB	1536	cytochrome b-245 beta chain	human	CYBB	TIS up	1.250564	0.001378731	
MCM8	84515	minichromosome maintenance 8 homologous recombination repair factor	human	MCM8	TIS down	-1.25054	0.000000000751384	
SLC11A1	6556	solute carrier family 11 member 1	human	SLC11A1	TIS up	1.249205	0.007402163	
RAB34	83871	RAB34, member RAS oncogene family	human	RAB34	TIS up	1.246544	0.0008058817	
PDPN	10630	podoplanin	human	PDPN	TIS up	1.245599	0.000387454	
PRC1	9055	protein regulator of cytokinesis 1	human	PRC1	TIS down	-1.245376	0.0000003129022	
FDPS	2224	farnesyl diphosphate synthase	human	FDPS	TIS down	-1.244795	0.00001723257	
PLTP	5360	phospholipid transfer protein	human	PLTP	TIS up	1.238653	0.005914022	
CELF5	60680	CUGBP Elav-like family member 5	human	CELF5	TIS up	1.238449	0.0000105945	
SLC15A3	51296	solute carrier family 15 member 3	human	SLC15A3	TIS up	1.238243	0.0001312353	
NEIL3	55247	nei like DNA glycosylase 3	human	NEIL3	TIS down	-1.237162	0.000008623989	
RNF11	26994	ring finger protein 11	human	RNF11	TIS up	1.236978	0.0000004382678	
AEBP1	165	AE binding protein 1	human	AEBP1	TIS up	1.236654	0.00002698594	
ZNFX1	57169	zinc finger NFX1-type containing 1	human	ZNFX1	TIS up	1.236062	0.000000676341	
DUSP1	1843	dual specificity phosphatase 1	human	DUSP1	TIS up	1.232951	0.0002818695	
RAD51AP1	10635	RAD51 associated protein 1	human	RAD51AP1	TIS down	-1.232147	0.000000001436639	
METRNL	284207	meteorin like, glial cell differentiation regulator	human	METRNL	TIS up	1.232146	0.002741263	
CEP128	145508	centrosomal protein 128	human	CEP128	TIS down	-1.230879	0.000000008457667	
DNA2	1763	DNA replication helicase/nuclease 2	human	DNA2	TIS down	-1.230272	0.0000005030751	
PIK3R3	8503	phosphoinositide-3-kinase regulatory subunit 3	human	PIK3R3	TIS up	1.230215	0.0001851714	
SPC25	57405	SPC25, NDC80 kinetochore complex component	human	SPC25	TIS down	-1.229809	0.0000003093196	
KLF4	9314	Kruppel like factor 4	human	KLF4	TIS up	1.22897	0.0006055741	
RAB31	11031	RAB31, member RAS oncogene family	human	RAB31	TIS up	1.227045	0.00003664511	
ZWILCH	55055	zwilch kinetochore protein	human	ZWILCH	TIS down	-1.225148	0.0000007258829	
IKBKE	9641	inhibitor of nuclear factor kappa B kinase subunit epsilon	human	IKBKE	TIS up	1.223919	0.0004309633	
FKBP10	60681	FK506 binding protein 10	human	FKBP10	TIS up	1.223248	0.00002500806	yes
HLA-E	3133	major histocompatibility complex, class I, E	human	HLA-E	TIS down	-1.222317	0.0002975688	
LURAP1L	286343	leucine rich adaptor protein 1 like	human	LURAP1L	TIS up	1.221639	0.0004553393	
NRP1	8829	neuropilin 1	human	NRP1	TIS up	1.220812	0.003173638	
CKAP2L	150468	cytoskeleton associated protein 2 like	human	CKAP2L	TIS down	-1.220689	0.0000005879831	
MBNL3	55796	muscleblind like splicing regulator 3	human	MBNL3	TIS down	-1.219237	0.0000008919145	
SEPT8	23176	septin 8	human	SEPT8	TIS up	1.219195	0.000365791	
ANTXR2	118429	anthrax toxin receptor 2	human	ANTXR2	TIS up	1.217764	0.00840865	
PLEKHO2	80301	pleckstrin homology domain containing O2	human	PLEKHO2	TIS up	1.217557	0.00000005989336	
APOBEC2	10930	apolipoprotein B mRNA editing enzyme catalytic subunit 2	human	APOBEC2	TIS down	-1.217543	0.009620499	
HELLS	3070	helicase, lymphoid specific	human	HELLS	TIS down	-1.216022	0.0000005894846	
NSL1	25936	NSL1, MIS12 kinetochore complex component	human	NSL1	TIS down	-1.215063	0.000001043976	
MMS22L	253714	MMS22 like, DNA repair protein	human	MMS22L	TIS down	-1.213784	0.000000001718688	
TP53INP2	58476	tumor protein p53 inducible nuclear protein 2	human	TP53INP2	TIS up	1.213667	0.000007081504	
ASF1B	55723	anti-silencing function 1B histone chaperone	human	ASF1B	TIS down	-1.212094	0.00000002236202	
SPECC1	92521	sperm antigen with calponin homology and coiled-coil domains 1	human	SPECC1	TIS up	1.211471	0.003958741	
ZBP1	81030	Z-DNA binding protein 1	human	ZBP1	TIS up	1.211269	0.00003423852	
POLD2	5425	DNA polymerase delta 2, accessory subunit	human	POLD2	TIS down	-1.21115	0.000000000009565288	
ENDOU	8909	endonuclease, poly(U) specific	human	ENDOU	TIS down	-1.210484	0.005825824	
ELOVL6	79071	ELOVL fatty acid elongase 6	human	ELOVL6	TIS down	-1.209911	0.0001075953	
TICRR	90381	TOPBP1 interacting checkpoint and replication regulator	human	TICRR	TIS down	-1.209391	0.00000002450416	
BLM	641	Bloom syndrome RecQ like helicase	human	BLM	TIS down	-1.205754	0.0000000007227767	
LIF	3976	LIF, interleukin 6 family cytokine	human	LIF	TIS up	1.204413	0.0004766363	
RRM1	6240	ribonucleotide reductase catalytic subunit M1	human	RRM1	TIS down	-1.20389	0.0000000002365121	
ID1	3397	inhibitor of DNA binding 1, HLH protein	human	ID1	TIS up	1.203533	0.001347816	
GSTM5	2949	glutathione S-transferase mu 5	human	GSTM5	TIS up	1.202611	0.0001853536	
AOAH	313	acyloxyacyl hydrolase	human	AOAH	TIS up	1.201975	0.002425917	
WDHD1	11169	WD repeat and HMG-box DNA binding protein 1	human	WDHD1	TIS down	-1.201139	0.00000001902591	
TMEM86A	144110	transmembrane protein 86A	human	TMEM86A	TIS up	1.200167	0.000003072143	
BACH2	60468	BTB domain and CNC homolog 2	human	BACH2	TIS down	-1.199821	0.002293262	
NDRG4	65009	NDRG family member 4	human	NDRG4	TIS up	1.199399	0.00001926597	
HMOX1	3162	heme oxygenase 1	human	HMOX1	TIS up	1.198349	0.005840358	
DPP7	29952	dipeptidyl peptidase 7	human	DPP7	TIS up	1.196581	0.0001131392	
ANLN	54443	anillin actin binding protein	human	ANLN	TIS down	-1.195862	0.00008013527	
CCNB1	891	cyclin B1	human	CCNB1	TIS down	-1.195318	0.0000000008255247	
SCD	6319	stearoyl-CoA desaturase	human	SCD	TIS down	-1.193595	0.0007749524	
OIP5	11339	Opa interacting protein 5	human	OIP5	TIS down	-1.193155	0.00000001189386	
SELENOH	280636	selenoprotein H	human	SELENOH	TIS down	-1.192949	0.0000000000005443945	
PCDH7	5099	protocadherin 7	human	PCDH7	TIS up	1.19231	0.00008930359	
C20orf194	25943	chromosome 20 open reading frame 194	human	C20orf194	TIS up	1.191684	0.000001406509	
SRXN1	140809	sulfiredoxin 1	human	SRXN1	TIS up	1.191412	0.00008078746	
GAS1	2619	growth arrest specific 1	human	GAS1	TIS up	1.191131	0.0002036807	yes
CHI3L1	1116	chitinase 3 like 1	human	CHI3L1	TIS up	1.191122	0.0001007194	
STEAP2	261729	STEAP2 metalloreductase	human	STEAP2	TIS up	1.189999	0.005559591	
TIPIN	54962	TIMELESS interacting protein	human	TIPIN	TIS down	-1.188419	0.0000000001661488	
RND3	390	Rho family GTPase 3	human	RND3	TIS up	1.187837	0.000651533	
ARHGEF39	84904	Rho guanine nucleotide exchange factor 39	human	ARHGEF39	TIS down	-1.187759	0.000002856966	
MCM10	55388	minichromosome maintenance 10 replication initiation factor	human	MCM10	TIS down	-1.187567	0.00000001561014	
CCNF	899	cyclin F	human	CCNF	TIS down	-1.187012	0.0000001540597	
SEZ6L2	26470	seizure related 6 homolog like 2	human	SEZ6L2	TIS up	1.186756	0.0002155669	
DEGS1	8560	delta 4-desaturase, sphingolipid 1	human	DEGS1	TIS up	1.186232	0.00000003957383	
CHCHD10	400916	coiled-coil-helix-coiled-coil-helix domain containing 10	human	CHCHD10	TIS down	-1.185517	0.0000006593415	
SDC2	6383	syndecan 2	human	SDC2	TIS up	1.183525	0.0001851362	yes
IRF7	3665	interferon regulatory factor 7	human	IRF7	TIS up	1.181634	0.0004246177	
PALLD	23022	palladin, cytoskeletal associated protein	human	PALLD	TIS up	1.181617	0.0009036215	
SLC37A2	219855	solute carrier family 37 member 2	human	SLC37A2	TIS up	1.180156	0.000003614634	
BAMBI	25805	BMP and activin membrane bound inhibitor	human	BAMBI	TIS down	-1.178969	0.00001235113	
EEF1A1	1915	eukaryotic translation elongation factor 1 alpha 1	human	EEF1A1	TIS down	-1.178284	0.000000003327847	
CSTB	1476	cystatin B	human	CSTB	TIS up	1.177716	0.000001254589	
CDH2	1000	cadherin 2	human	CDH2	TIS up	1.177326	0.0004618649	yes
CSF2RA	1438	colony stimulating factor 2 receptor alpha subunit	human	CSF2RA	TIS up	1.176413	0.0001795209	
PDK4	5166	pyruvate dehydrogenase kinase 4	human	PDK4	TIS up	1.175689	0.00005357206	
GPR35	2859	G protein-coupled receptor 35	human	GPR35	TIS up	1.175304	0.0000004740573	
SCYL3	57147	SCY1 like pseudokinase 3	human	SCYL3	TIS down	-1.174477	0.00000003298358	
CYB5R3	1727	cytochrome b5 reductase 3	human	CYB5R3	TIS up	1.173103	0.000003146958	
ANKRD1	27063	ankyrin repeat domain 1	human	ANKRD1	TIS up	1.171524	0.0008672003	
OPTN	10133	optineurin	human	OPTN	TIS up	1.171213	0.00196424	
ATF3	467	activating transcription factor 3	human	ATF3	TIS up	1.169397	0.0003269755	
CD274	29126	CD274 molecule	human	CD274	TIS up	1.169278	0.00002556756	yes
LPAR1	1902	lysophosphatidic acid receptor 1	human	LPAR1	TIS up	1.168682	0.0002016286	
GSTO2	119391	glutathione S-transferase omega 2	human	GSTO2	TIS up	1.166184	0.00007246241	
UNG	7374	uracil DNA glycosylase	human	UNG	TIS down	-1.165688	0.0000007907018	
PILRB	29990	paired immunoglobin-like type 2 receptor beta	human	PILRB	TIS up	1.165558	0.0005100808	
WDR76	79968	WD repeat domain 76	human	WDR76	TIS down	-1.164765	0.000000001436639	
MSH2	4436	mutS homolog 2	human	MSH2	TIS down	-1.164537	0.0000000006181569	
APBB2	323	amyloid beta precursor protein binding family B member 2	human	APBB2	TIS up	1.164396	0.0005143159	
MGST1	4257	microsomal glutathione S-transferase 1	human	MGST1	TIS up	1.163641	0.004422065	
RNF26	79102	ring finger protein 26	human	RNF26	TIS down	-1.163598	0.00000000001470229	
CPEB4	80315	cytoplasmic polyadenylation element binding protein 4	human	CPEB4	TIS up	1.163454	0.0000047135	
RAB7B	338382	RAB7B, member RAS oncogene family	human	RAB7B	TIS up	1.163065	0.003319881	
MDM2	4193	MDM2 proto-oncogene	human	MDM2	TIS up	1.162584	0.0000002360248	
CDC25B	994	cell division cycle 25B	human	CDC25B	TIS down	-1.161691	0.00006211749	
MEG3	55384	maternally expressed 3 (non-protein coding)	human	MEG3	TIS up	1.16041	0.001265332	
CENPF	1063	centromere protein F	human	CENPF	TIS down	-1.157066	0.000003735268	
DSN1	79980	DSN1 homolog, MIS12 kinetochore complex component	human	DSN1	TIS down	-1.155171	0.0000006905606	
TCF19	6941	transcription factor 19	human	TCF19	TIS down	-1.154821	0.000008033232	
LBR	3930	lamin B receptor	human	LBR	TIS down	-1.15405	0.00000002823401	
MNS1	55329	meiosis specific nuclear structural 1	human	MNS1	TIS down	-1.151153	0.00000006723634	
SLC6A8	6535	solute carrier family 6 member 8	human	SLC6A8	TIS up	1.146791	0.00003263104	
AKR1B10	57016	aldo-keto reductase family 1 member B10	human	AKR1B10	TIS up	1.146442	0.00758207	
CDKN1A	1026	cyclin dependent kinase inhibitor 1A	human	CDKN1A	TIS up	1.146323	0.0001475998	
FAM114A1	92689	family with sequence similarity 114 member A1	human	FAM114A1	TIS up	1.14465	0.0001167844	yes
CLMP	79827	CXADR like membrane protein	human	CLMP	TIS up	1.143015	0.0001237551	
ENO2	2026	enolase 2	human	ENO2	TIS up	1.142528	0.0001358721	
LIN9	286826	lin-9 DREAM MuvB core complex component	human	LIN9	TIS down	-1.14229	0.00000006711071	
SNX7	51375	sorting nexin 7	human	SNX7	TIS up	1.141034	0.0003927852	yes
POR	5447	cytochrome p450 oxidoreductase	human	POR	TIS up	1.141011	0.000001656064	
DNMT1	1786	DNA methyltransferase 1	human	DNMT1	TIS down	-1.140535	0.000000001990825	
DHRS3	9249	dehydrogenase/reductase 3	human	DHRS3	TIS up	1.140387	0.0007593545	
IMPACT	55364	impact RWD domain protein	human	IMPACT	TIS up	1.13909	0.00000001915352	
POLE2	5427	DNA polymerase epsilon 2, accessory subunit	human	POLE2	TIS down	-1.13852	0.0000001861938	
TNF	7124	tumor necrosis factor	human	TNF	TIS up	1.137535	0.0001404952	
GAS2L1	10634	growth arrest specific 2 like 1	human	GAS2L1	TIS up	1.137365	0.0004370295	
SLC6A12	6539	solute carrier family 6 member 12	human	SLC6A12	TIS up	1.136998	0.00003549337	
CKS2	1164	CDC28 protein kinase regulatory subunit 2	human	CKS2	TIS down	-1.13669	0.000000001801056	
CDC25C	995	cell division cycle 25C	human	CDC25C	TIS down	-1.136183	0.000000001956971	
C4orf46	201725	chromosome 4 open reading frame 46	human	C4orf46	TIS down	-1.134508	0.000002806252	
CPQ	10404	carboxypeptidase Q	human	CPQ	TIS up	1.133917	0.004064521	
RHOU	58480	ras homolog family member U	human	RHOU	TIS up	1.131917	0.00001990575	
GRN	2896	granulin precursor	human	GRN	TIS up	1.12936	0.00005546877	
FGFR1	2260	fibroblast growth factor receptor 1	human	FGFR1	TIS up	1.128752	0.0002588072	
MX1	4599	MX dynamin like GTPase 1	human	MX1	TIS up	1.128389	0.004272355	
DUT	1854	deoxyuridine triphosphatase	human	DUT	TIS down	-1.128222	0.000000001477548	
TJP1	7082	tight junction protein 1	human	TJP1	TIS up	1.127139	0.001732708	
C11orf88	399949	chromosome 11 open reading frame 88	human	C11orf88	TIS up	1.126466	0.0003135189	
SOCS5	9655	suppressor of cytokine signaling 5	human	SOCS5	TIS up	1.124856	0.00002801217	
FCGR2A	2212	Fc fragment of IgG receptor IIa	human	FCGR2A	TIS up	1.124598	0.0003803026	
FLNA	2316	filamin A	human	FLNA	TIS up	1.12447	0.0000126791	
CMTM3	123920	CKLF like MARVEL transmembrane domain containing 3	human	CMTM3	TIS up	1.123975	0.0001535044	
HJURP	55355	Holliday junction recognition protein	human	HJURP	TIS down	-1.123887	0.000002460624	
NMRAL1	57407	NmrA like redox sensor 1	human	NMRAL1	TIS down	-1.122887	0.0000000006229369	
CENPL	91687	centromere protein L	human	CENPL	TIS down	-1.122089	0.0000006134029	
ANKH	56172	ANKH inorganic pyrophosphate transport regulator	human	ANKH	TIS up	1.121462	0.00000006202377	
DHFR	1719	dihydrofolate reductase	human	DHFR	TIS down	-1.121161	0.00000004889357	
NPDC1	56654	neural proliferation, differentiation and control 1	human	NPDC1	TIS up	1.120562	0.0001395911	
NUP37	79023	nucleoporin 37	human	NUP37	TIS down	-1.11928	0.000000000003113865	
NUP85	79902	nucleoporin 85	human	NUP85	TIS down	-1.118786	0.000000327426	
TFDP2	7029	transcription factor Dp-2	human	TFDP2	TIS down	-1.118103	0.00000189753	
SMC6	79677	structural maintenance of chromosomes 6	human	SMC6	TIS down	-1.117294	0.00000004191829	
RASSF6	166824	Ras association domain family member 6	human	RASSF6	TIS down	-1.11616	0.002494519	
GAB2	9846	GRB2 associated binding protein 2	human	GAB2	TIS up	1.112681	0.008911238	
CENPM	79019	centromere protein M	human	CENPM	TIS down	-1.11244	0.00000000008953425	
P4HA2	8974	prolyl 4-hydroxylase subunit alpha 2	human	P4HA2	TIS up	1.112041	0.008524771	
G2E3	55632	G2/M-phase specific E3 ubiquitin protein ligase	human	G2E3	TIS down	-1.111816	0.0000001833167	
DBF4	10926	DBF4 zinc finger	human	DBF4	TIS down	-1.111623	0.0000000001418453	
COX6B2	125965	cytochrome c oxidase subunit 6B2	human	COX6B2	TIS up	1.111617	0.007346702	
POLE	5426	DNA polymerase epsilon, catalytic subunit	human	POLE	TIS down	-1.111154	0.00000057813	
TRIM59	286827	tripartite motif containing 59	human	TRIM59	TIS down	-1.110141	0.000002348448	
CKS1B	1163	CDC28 protein kinase regulatory subunit 1B	human	CKS1B	TIS down	-1.109522	0.000000001203025	
DNAJC9	23234	DnaJ heat shock protein family (Hsp40) member C9	human	DNAJC9	TIS down	-1.108254	0.000000006174826	
DDB2	1643	damage specific DNA binding protein 2	human	DDB2	TIS down	-1.107798	0.000003833946	
PSMC3IP	29893	PSMC3 interacting protein	human	PSMC3IP	TIS down	-1.107761	0.0000003437033	
GJC1	10052	gap junction protein gamma 1	human	GJC1	TIS up	1.105832	0.0004178823	
TAX1BP3	30851	Tax1 binding protein 3	human	TAX1BP3	TIS up	1.103584	0.000648636	
UCHL1	7345	ubiquitin C-terminal hydrolase L1	human	UCHL1	TIS up	1.103308	0.006432336	
LY96	23643	lymphocyte antigen 96	human	LY96	TIS up	1.102757	0.00001443795	
NAGK	55577	N-acetylglucosamine kinase	human	NAGK	TIS up	1.102715	0.000111917	
CCDC80	151887	coiled-coil domain containing 80	human	CCDC80	TIS up	1.101695	0.0000525543	
CYP2C18	1562	cytochrome P450 family 2 subfamily C member 18	human	CYP2C18	TIS up	1.098962	0.003279353	
RPA2	6118	replication protein A2	human	RPA2	TIS down	-1.098687	0.00000009385819	
PDGFC	56034	platelet derived growth factor C	human	PDGFC	TIS up	1.098521	0.0007738466	
RIN1	9610	Ras and Rab interactor 1	human	RIN1	TIS up	1.097802	0.0002276331	
ANXA5	308	annexin A5	human	ANXA5	TIS up	1.096767	0.001017838	
CNDP2	55748	carnosine dipeptidase 2	human	CNDP2	TIS up	1.094157	0.000002835567	
DEK	7913	DEK proto-oncogene	human	DEK	TIS down	-1.089347	0.000000001436639	
FEZ1	9638	fasciculation and elongation protein zeta 1	human	FEZ1	TIS up	1.088412	0.0005512307	
MDM1	56890	Mdm1 nuclear protein	human	MDM1	TIS down	-1.08838	0.0001965458	
ORC1	4998	origin recognition complex subunit 1	human	ORC1	TIS down	-1.0868	0.0000004908486	
FAS	355	Fas cell surface death receptor	human	FAS	TIS up	1.085526	0.0000399694	
SMC2	10592	structural maintenance of chromosomes 2	human	SMC2	TIS down	-1.08544	0.0000001528535	
DCPS	28960	decapping enzyme, scavenger	human	DCPS	TIS down	-1.08501	0.0000000000005443945	
RNF149	284996	ring finger protein 149	human	RNF149	TIS up	1.084636	0.0001097733	
FAM20C	56975	FAM20C, golgi associated secretory pathway kinase	human	FAM20C	TIS up	1.083473	0.0008090799	
SLIT2	9353	slit guidance ligand 2	human	SLIT2	TIS up	1.082969	0.0009110761	
PTGFRN	5738	prostaglandin F2 receptor inhibitor	human	PTGFRN	TIS up	1.082653	0.00284156	
PIMREG	54478	PICALM interacting mitotic regulator	human	PIMREG	TIS down	-1.081563	0.0001408744	
TPP1	1200	tripeptidyl peptidase 1	human	TPP1	TIS up	1.0811	0.0000000002129101	
ANKRD37	353322	ankyrin repeat domain 37	human	ANKRD37	TIS down	-1.080958	0.007522329	
PLB1	151056	phospholipase B1	human	PLB1	TIS up	1.080334	0.00000220714	
FOXM1	2305	forkhead box M1	human	FOXM1	TIS down	-1.078019	0.00000475292	
MCM4	4173	minichromosome maintenance complex component 4	human	MCM4	TIS down	-1.077693	0.00000004704647	
ATP6V0C	527	ATPase H+ transporting V0 subunit c	human	ATP6V0C	TIS up	1.077609	0.0000001456869	
HIST1H2BI	8346	histone cluster 1 H2B family member i	human	HIST1H2BI	TIS up	1.076153	0.0001024438	
XAF1	54739	XIAP associated factor 1	human	XAF1	TIS up	1.073045	0.003551633	yes
PRIM2	5558	DNA primase subunit 2	human	PRIM2	TIS down	-1.072168	0.0003974937	
SKA2	348235	spindle and kinetochore associated complex subunit 2	human	SKA2	TIS down	-1.070706	0.0000003859141	
PSEN2	5664	presenilin 2	human	PSEN2	TIS up	1.069681	0.00000317251	
CIT	11113	citron rho-interacting serine/threonine kinase	human	CIT	TIS down	-1.069155	0.000001374848	
LTBP2	4053	latent transforming growth factor beta binding protein 2	human	LTBP2	TIS up	1.06875	0.0003004878	
CENPN	55839	centromere protein N	human	CENPN	TIS down	-1.068551	0.0000000111338	
ZBTB4	57659	zinc finger and BTB domain containing 4	human	ZBTB4	TIS up	1.068486	0.0000005218826	
P3H4	10609	prolyl 3-hydroxylase family member 4 (non-enzymatic)	human	P3H4	TIS up	1.068355	0.0002424001	
VRK1	7443	vaccinia related kinase 1	human	VRK1	TIS down	-1.067892	0.00000000003387381	
CD80	941	CD80 molecule	human	CD80	TIS up	1.066766	0.0002484547	
GSN	2934	gelsolin	human	GSN	TIS up	1.06667	0.008057788	
LARP1B	55132	La ribonucleoprotein domain family member 1B	human	LARP1B	TIS down	-1.066653	0.000000004041831	
ST3GAL2	6483	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	human	ST3GAL2	TIS up	1.065612	0.00008773608	
ASB2	51676	ankyrin repeat and SOCS box containing 2	human	ASB2	TIS up	1.065524	0.00429111	
EME1	146956	essential meiotic structure-specific endonuclease 1	human	EME1	TIS down	-1.065115	0.0000002806861	
ARL8A	127829	ADP ribosylation factor like GTPase 8A	human	ARL8A	TIS up	1.063852	0.00000000001470229	
NAB2	4665	NGFI-A binding protein 2	human	NAB2	TIS up	1.063401	0.000001146301	
ZSWIM8	23053	zinc finger SWIM-type containing 8	human	ZSWIM8	TIS up	1.062629	0.0000000001738114	
MIS18A	54069	MIS18 kinetochore protein A	human	MIS18A	TIS down	-1.061945	0.000000001077284	
TRIP6	7205	thyroid hormone receptor interactor 6	human	TRIP6	TIS up	1.061496	0.000003465188	
SELENOP	6414	selenoprotein P	human	SELENOP	TIS up	1.061403	0.003524535	
JDP2	122953	Jun dimerization protein 2	human	JDP2	TIS up	1.061258	0.007207653	
LPP	4026	LIM domain containing preferred translocation partner in lipoma	human	LPP	TIS up	1.060781	0.002865607	
INCENP	3619	inner centromere protein	human	INCENP	TIS down	-1.060248	0.0000001625528	
MYO1B	4430	myosin IB	human	MYO1B	TIS up	1.060161	0.001144412	
NPR2	4882	natriuretic peptide receptor 2	human	NPR2	TIS up	1.059735	0.00001050135	
MCM3	4172	minichromosome maintenance complex component 3	human	MCM3	TIS down	-1.059525	0.000000009259888	
ALG6	29929	ALG6, alpha-1,3-glucosyltransferase	human	ALG6	TIS down	-1.058366	0.000000006005888	
PCDH19	57526	protocadherin 19	human	PCDH19	TIS up	1.05745	0.001624612	
RAD18	56852	RAD18, E3 ubiquitin protein ligase	human	RAD18	TIS down	-1.056794	0.00000006945615	
GSAP	54103	gamma-secretase activating protein	human	GSAP	TIS up	1.056452	0.000001542197	
CD38	952	CD38 molecule	human	CD38	TIS up	1.055937	0.004747212	yes
MSR1	4481	macrophage scavenger receptor 1	human	MSR1	TIS up	1.055602	0.003791981	
IMPA2	3613	inositol monophosphatase 2	human	IMPA2	TIS down	-1.053263	0.0000000000005443945	
NASP	4678	nuclear autoantigenic sperm protein	human	NASP	TIS down	-1.052951	0.000000008346689	
SLC43A2	124935	solute carrier family 43 member 2	human	SLC43A2	TIS up	1.052261	0.00001095898	
H2AFV	94239	H2A histone family member V	human	H2AFV	TIS down	-1.049892	0.0000002628371	
LACC1	144811	laccase domain containing 1	human	LACC1	TIS up	1.049645	0.00003517537	
CENPQ	55166	centromere protein Q	human	CENPQ	TIS down	-1.049643	0.000000000008330796	
JADE1	79960	jade family PHD finger 1	human	JADE1	TIS down	-1.049005	0.000000004247601	
MYL4	4635	myosin light chain 4	human	MYL4	TIS down	-1.048816	0.004792673	
IGF2R	3482	insulin like growth factor 2 receptor	human	IGF2R	TIS up	1.047382	0.00000004334322	
DUBR	344595	DPPA2 upstream binding RNA	human	DUBR	TIS up	1.047222	0.0007514189	
TRAFD1	10906	TRAF-type zinc finger domain containing 1	human	TRAFD1	TIS up	1.046756	0.000000576051	
MAP4K3	8491	mitogen-activated protein kinase kinase kinase kinase 3	human	MAP4K3	TIS up	1.046614	0.00009643997	
COX7A1	1346	cytochrome c oxidase subunit 7A1	human	COX7A1	TIS down	-1.04576	0.002173108	
CD22	933	CD22 molecule	human	CD22	TIS down	-1.044724	0.0001312353	
