	Symbol	Entrez	Description	Signature	SignatureID	Name	Ensembl	Genbank	Unigene	MetaSignature	Key	References	PubmedID	SelectionCriteria	Organism	HugoSymbol	Source	Database	taxid	ProbeID	logFC	P.Value	adj.P.Val	AveExpr	t	HomoloGeneRelease	ID	Function	EnsemblID	UnigeneID	GenbankID	Notes	NamePaper	FoldChange
120782	RAB5B	5869	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	RAB5B, member RAS oncogene family	ENSG00000111540	AAG44732	Hs.157659	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	RAB5B	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120783	S100A11	6282	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	S100 calcium binding protein A11	ENSG00000163191	AAH01410	Hs.417004	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	S100A11	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120784	GUK1	2987	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	guanylate kinase 1	ENSG00000143774	AAC37598	Hs.376933	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	GUK1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120785	MAP2K3	5606	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	mitogen-activated protein kinase kinase 3	ENSG00000034152	AAB40652	Hs.514012	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	MAP2K3	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120786	MAP1LC3B	81631	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	microtubule associated protein 1 light chain 3 beta	ENSG00000140941	AAG09686	Hs.356061	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	MAP1LC3B	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120787	CXCL14	9547	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	C-X-C motif chemokine ligand 14	ENSG00000145824	AAD03839	Hs.483444	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CXCL14	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120788	IRF5	3663	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	interferon regulatory factor 5	ENSG00000128604	AAA96056	Hs.521181	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IRF5	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120789	CITED2	10370	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	ENSG00000164442	AA400897	Hs.82071	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CITED2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120790	HTATIP2	10553	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	HIV-1 Tat interactive protein 2	ENSG00000109854	AAB84360	Hs.90753	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	HTATIP2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120791	CDKN2D	1032	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	cyclin dependent kinase inhibitor 2D	ENSG00000129355	AAA85436	Hs.435051	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CDKN2D	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120792	IGFBP3	3486	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	insulin like growth factor binding protein 3	ENSG00000146674	AAA52541	Hs.450230	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IGFBP3	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120793	NME2	4831	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	NME/NM23 nucleoside diphosphate kinase 2	ENSG00000243678	AAA36369	Hs.463456	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	NME2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120794	ISG15	9636	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	ISG15 ubiquitin-like modifier	ENSG00000187608	AAA36038	Hs.458485	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	ISG15	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120795	NDN	4692	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	necdin, MAGE family member	ENSG00000182636	AAB39469	Hs.50130	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	NDN	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120796	IGFBP2	3485	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	insulin like growth factor binding protein 2	ENSG00000115457	A09809	Hs.438102	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IGFBP2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120797	RBL2	5934	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	RB transcriptional corepressor like 2	ENSG00000103479	AAB29227	Hs.513609	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	RBL2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120798	TSPYL5	85453	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	TSPY like 5	ENSG00000180543	AAH45630	Hs.173094	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	TSPYL5	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120799	CLTB	1212	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	clathrin light chain B	ENSG00000175416	AAA51818	Hs.484241	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CLTB	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120800	IRF7	3665	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	interferon regulatory factor 7	ENSG00000185507	AAB17190	Hs.166120	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IRF7	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120801	IGFBP7	3490	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	insulin like growth factor binding protein 7	ENSG00000163453	AAA16187	Hs.479808	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IGFBP7	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120802	F3	2152	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	coagulation factor III, tissue factor	ENSG00000117525	AAA36734	Hs.62192	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	F3	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120803	IGFBP6	3489	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	insulin like growth factor binding protein 6	ENSG00000167779	AAA88070	Hs.274313	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IGFBP6	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120804	TNFAIP3	7128	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	TNF alpha induced protein 3	ENSG00000118503	AAA51550	Hs.211600	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	TNFAIP3	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120805	TP53	7157	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	tumor protein p53	ENSG00000141510	AAA59988	Hs.437460	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	TP53	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120806	IGFBP5	3488	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	insulin like growth factor binding protein 5	ENSG00000115461	AAA53505	Hs.607212	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IGFBP5	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120807	HBS1L	10767	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	HBS1 like translational GTPase	ENSG00000112339	AAD00645	Hs.378532	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	HBS1L	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120808	ALDH1A3	220	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	aldehyde dehydrogenase 1 family member A3	ENSG00000184254	AAA79036	Hs.459538	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	ALDH1A3	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120809	RAC1	5879	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	Rac family small GTPase 1	ENSG00000136238	AAA36537	Hs.413812	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	RAC1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120810	STAT1	6772	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	signal transducer and activator of transcription 1	ENSG00000115415	AAB64012	Hs.642990	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	STAT1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120811	IFNG	3458	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	interferon gamma	ENSG00000111537	AAB59534	Hs.856	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IFNG	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120812	IGSF3	3321	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	immunoglobulin superfamily member 3	ENSG00000143061	AAC72013	Hs.171057	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IGSF3	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120813	THBS1	7057	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	thrombospondin 1	ENSG00000137801	AAA21126	Hs.164226	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	THBS1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120814	IFI16	3428	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	interferon gamma inducible protein 16	ENSG00000163565	AAA58683	Hs.380250	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IFI16	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120815	ING1	3621	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	inhibitor of growth family member 1	ENSG00000153487	AA450055	Hs.46700	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	ING1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120816	CDKN1C	1028	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	cyclin dependent kinase inhibitor 1C	ENSG00000129757	AAA85095	Hs.106070	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CDKN1C	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120817	OPTN	10133	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	optineurin	ENSG00000123240	AAC16046	Hs.332706	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	OPTN	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120818	RGL2	5863	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	ral guanine nucleotide dissociation stimulator like 2	ENSG00000237441	AAC50818	Hs.509622	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	RGL2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120819	CREG1	8804	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	cellular repressor of E1A stimulated genes 1	ENSG00000143162	AAC34861	Hs.5710	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CREG1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120820	SOD1	6647	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	superoxide dismutase 1	ENSG00000142168	AAB05661	Hs.443914	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	SOD1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120821	CRYAB	1410	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	crystallin alpha B	ENSG00000109846	AAA52104	Hs.53454	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CRYAB	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120822	COL1A2	1278	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	collagen type I alpha 2 chain	ENSG00000164692	AA457209	Hs.489142	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	COL1A2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120823	HPS5	11234	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2	ENSG00000110756	AA886415	Hs.437599	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	HPS5	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120824	RABGGTA	5875	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	Rab geranylgeranyltransferase alpha subunit	ENSG00000100949	AAF76985	Hs.377992	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	RABGGTA	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120825	SMURF2	64750	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	SMAD specific E3 ubiquitin protein ligase 2	ENSG00000108854	AAG25641	Hs.515011	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	SMURF2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120826	PEA15	8682	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	proliferation and apoptosis adaptor protein 15	ENSG00000162734	AA837443	Hs.517216	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	PEA15	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120827	C9orf3	84909	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	chromosome 9 open reading frame 3	ENSG00000148120	AAH20194	Hs.434253	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	C9orf3	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120828	RAB13	5872	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	RAB13, member RAS oncogene family	ENSG00000143545	AAH00799	Hs.151536	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	RAB13	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120829	MDM2	4193	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	MDM2 proto-oncogene	ENSG00000135679	AA708958	Hs.484551	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	MDM2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120830	TFAP2A	7020	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	transcription factor AP-2 alpha	ENSG00000137203	AAA02487	Hs.519880	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	TFAP2A	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120831	TGFB1I1	7041	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	transforming growth factor beta 1 induced transcript 1	ENSG00000140682	AA992124	Hs.513530	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	TGFB1I1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120832	SPARC	6678	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	secreted protein acidic and cysteine rich	ENSG00000113140	AAA60570	Hs.111779	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	SPARC	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120833	TNFAIP2	7127	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	TNF alpha induced protein 2	ENSG00000185215	AAA35582	Hs.525607	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	TNFAIP2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120834	SERPINB2	5055	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	serpin family B member 2	ENSG00000197632	A21238	Hs.594481	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	SERPINB2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120835	TES	26136	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	testin LIM domain protein	ENSG00000135269	AAG17612	Hs.592286	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	TES	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120836	CD44	960	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	CD44 molecule (Indian blood group)	ENSG00000026508	AAA35674	Hs.502328	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CD44	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120837	IGFBP1	3484	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	insulin like growth factor binding protein 1	ENSG00000146678	AAA52540	Hs.642938	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	IGFBP1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120838	FN1	2335	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	fibronectin 1	ENSG00000115414	AAA52461	Hs.203717	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	FN1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120839	CDKN1A	1026	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	cyclin dependent kinase inhibitor 1A	ENSG00000124762	AA534613	Hs.370771	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	CDKN1A	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120840	EIF2S2	8894	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	eukaryotic translation initiation factor 2 subunit beta	ENSG00000125977	AAA52383	Hs.429180	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	EIF2S2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120841	ESM1	11082	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	endothelial cell specific molecule 1	ENSG00000164283	AAH11989	Hs.129944	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	ESM1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120842	SMPD1	6609	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	sphingomyelin phosphodiesterase 1	ENSG00000166311	AA746054	Hs.498173	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	SMPD1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
120843	GSN	2934	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	gelsolin	ENSG00000148180	AAH17491	Hs.522373	FRIDMAN_SENESCENCE_UP	MSigDB_CGP				human	GSN	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146605	PRKAB1	5564	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	protein kinase AMP-activated non-catalytic subunit beta 1	ENSG00000111725	AAB71326	Hs.741184	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	PRKAB1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146606	VCAN	1462	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	versican	ENSG00000038427	AA320958	Hs.643801	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	VCAN	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146607	BAK1	578	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	BCL2 antagonist/killer 1	ENSG00000030110	AAA74466	Hs.485139	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	BAK1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146608	FHL2	2274	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	four and a half LIM domains 2	ENSG00000115641	AA758053	Hs.443687	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	FHL2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146609	IGFBP6	3489	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	insulin like growth factor binding protein 6	ENSG00000167779	AAA88070	Hs.274313	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	IGFBP6	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146610	BBC3	27113	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	BCL2 binding component 3	ENSG00000105327	AA887822	Hs.467020	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	BBC3	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146611	DGKA	1606	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	diacylglycerol kinase alpha	ENSG00000065357	AAC34802	Hs.524488	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	DGKA	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146612	VIPR1	7433	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	vasoactive intestinal peptide receptor 1	ENSG00000114812	AAA36802	Hs.348500	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	VIPR1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146613	ACTA2	59	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	actin, alpha 2, smooth muscle, aorta	ENSG00000107796	AAA51577	Hs.500483	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	ACTA2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146614	DMPK	1760	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	DM1 protein kinase	ENSG00000104936	AAA36205	Hs.631596	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	DMPK	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146615	CDKN1A	1026	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	cyclin dependent kinase inhibitor 1A	ENSG00000124762	AA534613	Hs.370771	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	CDKN1A	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146616	QSOX1	5768	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	quiescin sulfhydryl oxidase 1	ENSG00000116260	AAA89173	Hs.744925	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	QSOX1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146617	SCRIB	23513	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	scribbled planar cell polarity protein	ENSG00000180900	AAH09490	Hs.436329	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	SCRIB	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146618	HIST1H2AC	8334	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	histone cluster 1 H2A family member c	ENSG00000180573	AAB53429	Hs.484950	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	HIST1H2AC	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146619	NHLH2	4808	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	nescient helix-loop-helix 2	ENSG00000177551	AA166895	Hs.46296	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	NHLH2	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146620	GDF15	9518	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	growth differentiation factor 15	ENSG00000130513	AAB88673	Hs.616962	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	GDF15	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146621	CARTPT	9607	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	CART prepropeptide	ENSG00000164326	AAB08010	Hs.1707	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	CARTPT	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
146622	SPAG1	6674	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	KANNAN_TP53_TARGETS_UP	sperm associated antigen 1	ENSG00000104450	AAG23967	Hs.591866	KANNAN_TP53_TARGETS_UP	MSigDB_CGP				human	SPAG1	c2.cgp.v6.1.symbols.gmt	MSigDB CGP																
